0.75,0.6,1,0.85714,1,1.1429,1.5714,3.4286,7.1429,8.5714,12.571,19.286,21.571,25.143,38.286,34.571,43,63.143,71.714,93.714,89.571,91,105.86,111.71,100.29,108.86,113.43,140.86,144.71,154.43,160,168.57,166.57,159.71,154.71,160.14,161.14,154.57,147.57,146,139.71,137.14,135.43,125.14,131.86,135.14,130,137.29,136.57,134.57,134.43,135.29,132.71,135.43,129.29,127.57,121,120.71,114.29,111.43,110.57,114.86,115.71,113.57,115.17,115.4,123
0,0,0,0,0,0.28571,0.85714,1.1429,1.7143,1.7143,2,4,4,3.5714,3.8571,3.5714,13.714,15.429,14.429,15.714,15.571,17.286,17.857,9.4286,8.7143,9.8571,10,12.571,12,14.429,15,16,15.571,15.143,15.143,17.286,15,14.286,15.143,15.286,15,13.286,10.571,12.857,13.143,11.143,10,9.5714,11.429,11.571,9.8571,8.7143,8.5714,8.1429,8.5714,9.2857,8.4286,7.2857,7.4286,6.7143,6.5714,5.8571,3,3.1429,3.1667,2.6,2.75
0,0,0,0,0,0,0,0.14286,0.28571,1.2857,1.5714,3.8571,4.1429,4.8571,6.7143,6.5714,10,14.714,15.429,18.571,17.857,19.143,23.571,22.714,19,20.143,21,26.571,25.857,25.429,24.714,27.286,27.714,28.429,26.714,26.571,24.571,23,20.714,23,23.286,23.714,24.429,33.857,36.857,36,31,30.857,31.429,30,23.143,21.857,22.143,22,20.714,17.429,16.857,13.714,11.143,11,11.143,8.8571,9.1429,10.714,10.833,12.4,14
0,0,0,0,0,0,0,0.14286,0.14286,0.71429,2,2.8571,3,4,5.8571,6.8571,9,11.714,13,15.429,14.429,14.714,19,18.286,18.143,19.429,19.857,24.143,24.429,22.429,23,25,27.429,28.571,28.143,27.571,28.714,36,34.857,34.429,33.143,33.714,33.143,30,27.429,36.143,40.857,41.286,37.857,41.143,44.143,41.714,30.714,23.286,22.429,23.571,21.714,22.143,18,17.143,15.143,16,15.714,13.286,10,11,11
0,0,0,0.28571,0.71429,0.85714,1.4286,2,2.5714,3.5714,3.2857,2.8571,3.2857,2.8571,2.4286,4.2857,3.2857,3.2857,3.5714,3.8571,3.7143,5.1429,4.5714,5.2857,7,8.8571,10.429,12.429,12.571,12,12.143,17.714,17.857,17.714,18.857,19,19.714,21.429,15.143,15,13.714,11.286,13.286,13,12.714,13,16.286,17.429,17.857,15.857,18.429,17.857,25.286,23.714,23.286,24,24.857,22.143,23.571,17.571,18.286,18.714,18.714,17.714,18.833,18.2,18
0,0,0,0,0.14286,2.2857,3.8571,5.1429,6.5714,9.1429,9.8571,10.286,10.286,12.714,12,17,19.143,27.143,30.286,32.429,28.429,35,35.714,36.571,31.286,38,33.714,36.857,39.857,40.286,39.286,38.286,30.571,35.857,36.714,32,29.857,37.571,45.429,47.143,47,46.857,44.429,41.857,33.286,29.143,28.429,26.286,29.571,33.286,33.429,31.714,29.143,30,31.571,26.571,23.143,23.143,21.571,26,24.857,22.429,25.286,26.714,27.667,32.6,26.75
0,0,0,0,0,0,0,0.14286,0.14286,0.14286,0.28571,0.42857,0.71429,0.85714,0.85714,1.5714,2.7143,3.8571,4.5714,5.8571,7,8.5714,9.2857,9.7143,9.7143,9.8571,8.4286,8.1429,8,8.1429,8.1429,6.8571,7,7.2857,7.5714,8.1429,9,9.7143,11.571,12.429,14.143,14.286,13,11.571,10.429,9.4286,8.1429,7.1429,6.7143,6.8571,6.7143,6.2857,5.4286,5.4286,4.5714,3.7143,3.2857,2.4286,2.5714,3.2857,3.4286,3.8571,4.2857,4.2857,5,4.8,4.75
0,0,0,0,0.14286,0.14286,0.14286,0.28571,0.71429,1,1.1429,2.2857,2.7143,4,4.7143,5.2857,6.8571,17.571,17.714,18.286,18.714,22.571,24.286,22.714,13.714,16,17,22.143,17.857,17.143,17.571,20.857,25.143,32.429,32,36.143,37.571,37.857,33.286,28.714,21,18.286,16.143,15,14,13.429,11.714,16.571,14.286,16,16,17,19.286,17.571,13,12.571,9.4286,8.1429,7.5714,5.2857,7.1429,7.4286,8,7.7143,7.8333,8.8,11
0.5,0.4,0.33333,0.28571,0.14286,0.42857,0.57143,0.71429,0.85714,1,2.1429,3.1429,3.4286,4,4.8571,5.8571,6.8571,5.7143,5.4286,8,7.7143,12,13.857,13,19.429,27.571,24.857,24.857,20.286,18.286,19.429,14.571,5.7143,6.4286,6.5714,6,5,5.8571,8.4286,10.429,11,10.571,13.286,20.857,19.714,18,16,14.571,14.714,12.143,4.5714,9.4286,7.7143,10.143,12.143,11.857,15,18,12.429,12,11.571,9.4286,11.857,10.571,8.8333,10,12
0,0,0,0,0,0,0,1,1.5714,2.7143,4.1429,5.4286,8.5714,11.143,13.429,17.571,22.143,20.714,29.429,32.143,41.857,45.143,49.857,60.429,68.143,61.429,62.429,57,58.429,61.857,56.571,55.429,57.714,53.714,52.857,47,41.286,38.571,40,41.571,45.857,47.286,51.714,45.857,44,36,35.429,30,26.857,24.429,32.429,29.286,35,35,38.286,41.143,40.857,34,36.571,38,34.286,34.286,30.571,30.286,32.5,30.8,26
0,0,0,0,0,0,0,0,0.42857,1.1429,1.5714,1.5714,2.1429,2.7143,3.7143,4,4.2857,3.8571,4.7143,6.2857,6.2857,5.5714,6,5.7143,7,7.5714,12.571,14.429,23.429,24.286,24.286,23.143,22.857,17,15.286,12,11,11.714,12.143,11.571,11.857,12.714,7.7143,6.7143,7,13.571,13.143,12.571,14,13.571,15.286,15,8.5714,9.5714,8.8571,6.5714,6.4286,4.8571,3.5714,3,2,1.8571,1.4286,1.2857,1.3333,1.4,1.5
0.5,0.6,0.5,0.42857,0.71429,1.2857,2,2.5714,2.8571,3.5714,4.5714,4.8571,5.8571,6.8571,9.7143,11.429,12.571,13.143,15.286,16.714,18.429,16.571,15.571,16.286,18.571,18.571,17.429,16.286,30.857,35.714,37.429,41,42.143,44.714,50.286,42.143,41.714,42,48,49,47.571,54.143,58,56.429,55.286,46,52.857,58.429,51.857,46.429,48.429,50,50.286,43.714,39.571,34.857,30.429,27.143,26,24.571,24.571,25.143,27.429,29,30.667,31.4,34
0,0.2,0.16667,0.14286,0.28571,0.42857,1.1429,1.1429,2.1429,2.7143,3.8571,4.2857,6.1429,7,9.7143,10.857,12.286,14.286,16.857,17.714,20.143,20.286,21.714,25.571,29.857,31.571,36.143,36,37.429,42.714,47.714,46.714,47.714,46,47.857,48.714,45.286,41.286,46.571,48.286,44.857,45.571,50.429,57.571,62,58.286,61.286,64.857,67.429,62.571,60.714,54.143,53.429,46.857,48.571,46.429,48,43.286,43.857,41.857,43.429,41,38.286,34.286,32.833,32,30.75
0.75,0.6,0.5,0.42857,0.42857,0.14286,0.14286,0.14286,0.28571,0.28571,0.42857,0.42857,0.71429,1.4286,1.4286,2.7143,2.7143,2.7143,5.1429,4.8571,10.286,10.857,10.286,12.857,13,14.714,17.857,14.429,16.714,18.571,19.286,22.286,21.571,19.714,21,20.143,19.714,19.429,19.143,16.571,17.286,15.143,14,13.857,15,18.571,23.857,22.857,21.571,20.857,23.714,21.429,15.286,9.7143,12.571,15.714,17.571,16.143,14.429,14,14.143,10.286,10.714,8.8571,6.1667,7.2,9
3.25,2.8,3.5,5.7143,8.7143,15.429,21.286,30,38.714,43.714,49.286,53.714,67.714,78.286,90.429,97,104.71,117.14,139,148.71,180.57,194.29,224.43,251.86,256.14,260.86,269.29,278.29,285.29,272.43,284.57,307.14,307.14,330.57,330.71,326.57,331.57,321.86,314.71,316.71,288.14,274.86,269.14,278.86,282.43,284,269.71,275.29,262.43,261,232.57,212.43,204.14,220.71,222.57,214,208,207.86,210.43,196,177.43,164,165.14,176.43,183.83,179.2,190.25
10.5,9.8,15,20.714,31.857,38.143,49.286,58.714,70.714,96.286,109,117.57,132.29,143,162.71,181.14,187.71,197.71,197.71,206.14,208.14,210.86,217,212.71,209.86,213.29,219.29,219.29,231.71,224.29,208,199.14,195.86,184,173.71,140.86,134.86,130.57,125.14,112.71,97.143,92.571,91.429,77,69.714,63.429,59.714,56.857,50.857,44.571,37.571,37.571,36.143,36.857,36.429,39.286,35.714,36.857,35.286,33.429,32,36.143,30.429,31.714,32.5,33,34.5
2,1.8,3.8333,5.8571,8.1429,13,15.857,19.429,41,50.714,67.857,70.143,99.857,115.14,137.14,136.86,149.29,169.14,197.29,208.57,225.57,227.14,225.71,229.57,253.86,257,241.86,229,231,249.86,254.57,218.14,204.71,197.14,193.43,189.86,165.57,149.86,140.43,135,153.57,156.14,160.71,167.14,180.86,179.43,166.43,135.71,133.29,123.57,116.14,103.57,93.857,96.857,94,85.714,75.429,67.429,50.857,47.571,47.143,49.857,45.143,41.571,42,48.2,54
3.75,4.2,5,5.4286,8.4286,9,11.571,14.429,17.429,19.143,22.429,21.429,25.714,27.571,25.429,30.429,34.286,36.857,41.571,45.714,43.429,47.857,43.714,47.714,55.714,53.571,52.857,57.571,53.286,65.714,64.286,57.857,67,63.571,68.857,71.286,69,72.286,74.286,65.286,72.143,66.286,70.857,63.857,60.714,55.429,56.429,53.143,54.857,51.429,49.857,44.714,46.429,46.286,45.857,43.714,45.286,42.857,39,40.714,41.857,39,40.429,40,42.167,49.8,47
11,11.4,14.833,14.714,19.571,24.857,31.857,35.429,43.857,53,71.714,69.571,70,79.571,78.714,82.429,84.286,71.429,84.286,86.857,77.857,79.286,83.143,83.286,78.714,74.714,75.571,81,83.571,77,76.571,76.857,76.143,73.571,63,65.571,59.286,52.429,52.429,49.857,55.857,58.571,55.143,58.857,57.571,73.571,90.571,80.857,82.286,77.143,75.143,69,58.143,46.143,48.143,48.429,48.286,45,47.857,39.714,27.143,24.429,17.571,17,15.833,13.6,16
0,0.2,0.33333,0.57143,1.4286,2.2857,2.7143,3.5714,4.7143,5.8571,9.4286,10.143,10.429,12.429,14,17.429,21.571,21.571,27.143,30.714,37.571,41.143,42.714,43.429,48.286,51,55,50.714,56.286,59,59.286,59.714,60.143,56.286,56.857,55.571,55.143,55.429,51.571,49.714,54.714,55.286,54.571,51.143,53,55.143,53.571,46.571,44.571,40.571,43.571,39,32.571,27.571,28.429,28,24.571,18.571,16,16.857,15.571,14.286,12.714,11.571,11,11.2,10.75
0,0,0,0,0,0,0,0.14286,0.71429,0.71429,0.71429,1.7143,2.8571,4.2857,5,6.4286,7.1429,12.143,16.143,19.143,21.143,24.714,26,27.714,26.429,26.143,26.286,27,27.857,29,31.714,33,32.429,30.857,29.714,28.143,25.857,24,23.571,22.714,21.143,20.286,18.429,16.286,15.429,12.571,12.286,12.571,12.571,12.143,14.143,13.286,12.429,10.857,10,8.2857,8,6.8571,5.4286,4.8571,3.5714,3.5714,3.7143,3.2857,2.8333,3.2,3.5
0,0,0,0,0,0.28571,0.57143,0.71429,1.1429,2,3.2857,4,4.4286,5.5714,7.7143,9.1429,12.714,11.429,11.429,14,16.571,18.857,23.286,26.143,31.857,38.286,41.143,43.571,44,42.429,39.571,37.714,36.286,37.143,37.143,37,39.571,39.286,39,38,37.429,34.429,33.286,29.429,26.714,25.571,22.143,18.429,18.714,19,19.429,20.857,21.857,22.857,23,21.286,19.857,18.429,18,17,17,17,17.571,16.286,16.167,16,15.75
0,0,0.16667,0.28571,1,1.2857,1.5714,2.5714,3.2857,3.7143,5,5.7143,6.1429,7.2857,8.8571,10.714,13.143,16.286,18.714,23.714,27.571,29.286,34.429,36.286,35.286,39.714,38.286,38,44.429,42.571,44.286,47.429,45.714,49.286,48.857,43.286,40.571,39.857,36.286,34.429,28.571,27.857,29,32.429,31.857,33.714,31.143,34.857,34.429,31.286,28,28,24.714,25.857,23.429,24.429,27.429,30,27.571,29.714,29.429,34.429,33.286,30.429,28.667,30.4,31.25
0,0,0,0,0.14286,0.42857,1.1429,1.4286,2.2857,3,3.4286,4.5714,5.1429,5.4286,6,6.1429,9,11.143,12.571,14.429,16.143,19.429,20.857,20.429,22,22.714,24.429,25.571,24.429,25.714,26.286,26.286,26.571,26,26.286,28.286,29.571,27.429,26,23.714,21.429,20.286,17.286,14.857,15.857,15.571,14.857,16.714,15.143,14.429,16,15.857,16.429,16.143,14.286,14.429,14.143,14.143,14.429,13.429,15.429,16.143,16.857,18.571,16.833,16.4,17
0,0,0,0,0.14286,0.28571,0.28571,0.28571,0.57143,1.1429,2,1.8571,1.7143,2.2857,2.7143,3.1429,2.7143,2.8571,3.4286,4.7143,5,6.5714,6.5714,7.1429,8,8.7143,8.8571,8.7143,7.4286,8.7143,9.5714,9.4286,8.4286,8.2857,8.5714,8.5714,7.8571,7,6.2857,6.8571,6.4286,6,6.1429,5,4.8571,6,6.1429,7.1429,8,9.2857,10.286,10.857,12.286,14.143,12.714,11.857,11.571,10.857,10.143,7.7143,5,7.2857,8.7143,7.1429,7.8333,8.8,9
0.75,1.2,1.3333,1.5714,2.4286,2.7143,2.7143,3.4286,3.4286,4,5,5.5714,6.5714,9.4286,10.571,12.143,13.143,13.714,15.714,17.857,18.714,20.286,22.286,27.143,29.571,32.143,33.571,33.429,32.286,30.857,26.429,25,22.714,19.286,17.429,18.143,17.143,15.857,13.571,10.429,13,12.286,10.286,10,9.5714,8.8571,12.429,8.5714,11.714,14.857,16.286,16.571,17.286,14.286,15.429,11.714,8.2857,7,8.2857,10.143,9.7143,8.8571,10.143,9.8571,9.8333,8.8,6.5
0.5,0.6,0.66667,1,1,1.7143,2.5714,3.1429,4,5.1429,5.2857,6.7143,7.2857,7.1429,8.2857,8.7143,9.7143,10.571,10.714,11.286,14.714,17.143,19.857,21,24.143,25,25.143,23.143,20.429,19.714,18.857,16.857,17.571,18.286,18.429,18.571,17.286,17.429,17.857,17.429,17.571,18.714,17.857,20.429,21.857,21.429,20.857,18.429,15.857,17.571,13.714,11.143,11,9.4286,12.143,13.286,11.857,11.143,10.286,10,14.571,12.286,11.286,12.714,14.667,16.6,17
3,3.2,3.6667,3.5714,4,4.7143,5.4286,6.1429,6.8571,8,10.286,11,13.571,14.857,17,19.286,19.571,19.714,22.857,23.143,24.571,25.429,27.714,31.857,35.429,36.857,42.429,45.857,46.429,46.857,46.571,44.286,42.143,37.286,34.857,33.857,31.714,30.286,31.714,32.714,30.857,28.429,26.571,24.429,23.143,21.857,21.571,21.857,23.286,23.429,23.286,21.714,19.286,16,13.857,11.429,10,8.7143,9.2857,8.4286,8,7,7,7,7.5,5.6,5.25
0,0,0,0,0.14286,0.28571,0.42857,0.42857,0.42857,0.42857,0.71429,0.71429,0.57143,0.42857,0.57143,1,1,0.71429,0.57143,0.71429,2.4286,3,2.5714,3,3.2857,3.4286,3.5714,3,2.8571,2.8571,2.5714,2.7143,2.8571,2.7143,2,3.1429,3.2857,3.2857,3.7143,4.1429,4.4286,4.5714,3.5714,3.5714,3.7143,2.8571,2.7143,2.5714,2.2857,1.7143,1.8571,1.5714,1.7143,4,4.8571,4.8571,5,5,5.1429,5.5714,2.8571,2,1.8571,1.8571,1.8333,2,1.5
0,0,0,0,0.14286,0.14286,0.28571,0.57143,0.85714,0.85714,0.85714,0.85714,1.5714,1.4286,1.5714,2.4286,5.1429,5.7143,6,7,8.5714,9.8571,9.8571,8.1429,9,9.8571,8.8571,8.4286,7.7143,7.8571,7,5.7143,4.4286,4.5714,4.7143,4.5714,4.8571,5.4286,5.5714,6.2857,6,4.8571,4.1429,3.5714,3.4286,3.7143,3.2857,2.7143,2.7143,2.5714,1.7143,1.5714,1.2857,1.5714,2.1429,2,2.2857,2.2857,2,1.8571,1.8571,1.5714,1.5714,1.4286,1.5,1.6,1.75
0,0,0,0,0,0.14286,0.14286,0.14286,0.14286,0.14286,0.14286,0.28571,0.28571,0.28571,0.42857,0.42857,0.42857,0.57143,0.57143,0.42857,0.42857,0.42857,0.57143,0.85714,1.4286,1.4286,1.7143,2.1429,2.1429,2.1429,2.2857,1.5714,1.7143,1.5714,1.2857,1.1429,1.1429,0.71429,0.85714,0.57143,0.42857,0.28571,0.28571,0.14286,0.28571,0.42857,0.57143,0.57143,0.57143,0.57143,0.57143,0.57143,0.42857,0.85714,1.2857,1.8571,2.1429,2.5714,2.5714,2.5714,2.2857,2,1.8571,1.7143,1.5,1.6,1.75
0,0,0.16667,0.14286,0.14286,0.14286,0.14286,0.14286,0.42857,0.57143,0.57143,1.5714,1.7143,1.7143,2.8571,2.8571,2.8571,4.7143,4.4286,4.4286,5,4.2857,5.4286,6.2857,5.7143,5.5714,6.1429,6.7143,7.2857,7.1429,8,8.1429,9.1429,9.1429,8.4286,8,7.1429,5.5714,5.5714,4.8571,5.1429,5.8571,6.4286,6.7143,7.5714,7.5714,7.8571,7.8571,7.5714,8.1429,8.1429,7.5714,7,6.1429,5.8571,5.5714,4.5714,4.8571,4.5714,4.5714,5.4286,5.7143,6,5.5714,5.3333,5.8,5.75
8.25,10.6,12.333,16,19.714,23.714,26.571,28.143,30.429,31.571,31.429,30.571,28.571,25.857,25.286,31.714,39.857,39.857,49.143,55.714,59.857,67,63.571,55.571,57,51.286,52,53.143,47.429,46.571,48.286,46.714,50.429,45.286,42.286,41.429,36.286,34,32.571,24,21.429,21,20.286,19.286,18.571,19,20.286,25.571,24.143,24,25.143,27.857,26.143,31.143,29.571,32.571,35.143,39,39.286,43.429,42,43.429,44.857,45,45.333,46,46
3,3,4.8333,4.4286,6.5714,8.7143,11.143,12.143,16.429,18.286,18.143,21.143,23.571,26.714,32.143,31.571,34.857,38.571,42.429,37.571,36.429,36.143,34.429,38.857,43.714,39.857,46.429,48.286,46.143,47.714,40.143,37.714,39.143,37,34.143,31.429,35.857,37.286,34.571,34.286,32.571,31.286,33.429,28.143,24.286,25.429,20.143,22.143,26.286,24.286,25,27.143,29.857,31.571,32.286,28.286,27,25.571,26,22,19.857,16.571,15.286,15.857,15.667,13,10.25
